path,sensor,brightness
10_station_suelldorf_10.1/ir_center/216_1631703820.700465840.png,ir_center,128.00421223958332
10_station_suelldorf_10.1/rgb_center/216_1631703820.700000000.png,rgb_center,74.70787819602273
10_station_suelldorf_10.1/rgb_highres_center/216_1631703820.700000022.png,rgb_highres_center,126.25637384853495
10_station_suelldorf_10.1/ir_center/217_1631703820.800465380.png,ir_center,128.004775390625
10_station_suelldorf_10.1/rgb_center/217_1631703820.800000000.png,rgb_center,74.42718952922078
10_station_suelldorf_10.1/rgb_highres_center/217_1631703820.800000017.png,rgb_highres_center,126.08696688411382
10_station_suelldorf_10.1/ir_center/218_1631703820.900464920.png,ir_center,128.00647135416668
10_station_suelldorf_10.1/rgb_center/218_1631703820.900000000.png,rgb_center,74.27567015016234
10_station_suelldorf_10.1/rgb_highres_center/218_1631703820.900000012.png,rgb_highres_center,125.62717405070175
10_station_suelldorf_10.1/ir_center/219_1631703821.000464480.png,ir_center,128.00983072916668
10_station_suelldorf_10.1/rgb_center/219_1631703821.000000000.png,rgb_center,74.14700943587663
10_station_suelldorf_10.1/rgb_highres_center/219_1631703821.000000006.png,rgb_highres_center,125.25593845566937
10_station_suelldorf_10.1/ir_center/220_1631703821.100465180.png,ir_center,128.01718098958332
10_station_suelldorf_10.1/rgb_center/220_1631703821.100000056.png,rgb_center,73.73554865056818
10_station_suelldorf_10.1/rgb_highres_center/220_1631703821.100000030.png,rgb_highres_center,125.22328136848746
10_station_suelldorf_10.1/ir_center/221_1631703821.200464920.png,ir_center,128.01083333333332
10_station_suelldorf_10.1/rgb_center/221_1631703821.200000056.png,rgb_center,73.71401785714286
10_station_suelldorf_10.1/rgb_highres_center/221_1631703821.200000017.png,rgb_highres_center,125.34463710203752
10_station_suelldorf_10.1/ir_center/222_1631703821.300464440.png,ir_center,127.908583984375
10_station_suelldorf_10.1/rgb_center/222_1631703821.300000056.png,rgb_center,73.72185191761363
10_station_suelldorf_10.1/rgb_highres_center/222_1631703821.300000003.png,rgb_highres_center,125.11626961064631
10_station_suelldorf_10.1/ir_center/223_1631703821.400465640.png,ir_center,127.815908203125
10_station_suelldorf_10.1/rgb_center/223_1631703821.400000056.png,rgb_center,73.69831904423701
10_station_suelldorf_10.1/rgb_highres_center/223_1631703821.400000022.png,rgb_highres_center,124.5196548363086
10_station_suelldorf_10.1/ir_center/224_1631703821.500465160.png,ir_center,127.82078776041666
10_station_suelldorf_10.1/rgb_center/224_1631703821.500000056.png,rgb_center,73.90081498579545
10_station_suelldorf_10.1/rgb_highres_center/224_1631703821.500000008.png,rgb_highres_center,124.99851142840716
10_station_suelldorf_10.1/ir_center/225_1631703821.600464680.png,ir_center,127.83189127604167
10_station_suelldorf_10.1/rgb_center/225_1631703821.600000056.png,rgb_center,73.94172635957793
10_station_suelldorf_10.1/rgb_highres_center/225_1631703821.600000027.png,rgb_highres_center,125.00744431477729
11_main_station_11.1/ir_center/276_1631531579.700464360.png,ir_center,127.96654296875
11_main_station_11.1/rgb_center/276_1631531579.700000016.png,rgb_center,103.28789544439935
11_main_station_11.1/rgb_highres_center/276_1631531579.700000017.png,rgb_highres_center,116.25097509354683
11_main_station_11.1/ir_center/277_1631531579.800465580.png,ir_center,127.98221028645834
11_main_station_11.1/rgb_center/277_1631531579.800000016.png,rgb_center,103.79859856939935
11_main_station_11.1/rgb_highres_center/277_1631531579.800000026.png,rgb_highres_center,117.39738791474497
11_main_station_11.1/ir_center/278_1631531579.900465120.png,ir_center,127.97651692708334
11_main_station_11.1/rgb_center/278_1631531579.900000016.png,rgb_center,104.14362444196429
